fixed_code,buggy_code,gumtree_baseline,line_in_dataset,gpt_attempt1,baseline_nodes,gpt_nodes,node_set_match,jaccard_score,precision,recall,f1_score,tp,fp,fn
163,public void METHOD_1 ( java.util.Collection < java.lang.String > VAR_1 ) { VAR_2 . METHOD_2 ( VAR_1 ) ; VAR_3 = true ; },public void METHOD_1 ( java.util.Collection < java.lang.String > VAR_1 ) { VAR_2 . METHOD_2 ( VAR_1 ) ; },"['Delete FieldWrite', 'Delete Literal', 'Delete Assignment']",232,['Delete LocalVariable'],"['FieldWrite', 'Literal', 'Assignment']",['LocalVariable'],Partial Match,0.0,0.0,0.0,0.0,0,1,3
164,private void METHOD_1 ( ) { VAR_1 . METHOD_2 ( ) ; VAR_2 = null ; VAR_3 = VAR_4 ; },private void METHOD_1 ( ) { VAR_1 . METHOD_2 ( ) ; VAR_2 = null ; },"['Delete FieldWrite', 'Delete FieldRead', 'Delete Assignment']",233,['Delete Assignment'],"['FieldWrite', 'FieldRead', 'Assignment']",['Assignment'],GPT Missed Nodes,0.3333333333333333,1.0,0.3333333333333333,0.5,1,0,2
165,public void METHOD_1 ( ) { if ( ! ( VAR_1 ) ) { return ; } VAR_2 . METHOD_2 ( VAR_3 ) ; METHOD_3 ( false ) ; },public void METHOD_1 ( ) { if ( ! ( VAR_1 ) ) { return ; } VAR_2 . METHOD_2 ( VAR_3 ) ; VAR_1 = false ; },"['Insert Assignment', 'Insert FieldWrite', 'Move Literal', 'Delete Invocation']",234,"['Delete Invocation', 'Insert LocalVariable']","['Assignment', 'FieldWrite', 'Literal', 'Invocation']","['Invocation', 'LocalVariable']",Partial Match,0.2,0.5,0.25,0.3333333333333333,1,1,3
166,public void METHOD_1 ( TYPE_1 VAR_1 ) { if ( VAR_2 ) { VAR_2 = false ; VAR_3 . METHOD_2 ( VAR_4 ) ; } },public void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_3 . METHOD_2 ( VAR_4 ) ; },"['Move Invocation', 'Delete FieldRead', 'Delete FieldWrite', 'Delete Literal', 'Delete Assignment', 'Delete Block', 'Delete If']",235,"['Delete VariableRead', 'Delete VariableRead', 'Delete Invocation']","['Invocation', 'FieldRead', 'FieldWrite', 'Literal', 'Assignment', 'Block', 'If']","['VariableRead', 'VariableRead', 'Invocation']",Partial Match,0.125,0.0,0.0,0.0,0,3,7
167,private void METHOD_1 ( ) { VAR_1 = false ; VAR_2 . METHOD_2 ( ) ; },private void METHOD_1 ( ) { VAR_2 . METHOD_2 ( ) ; },"['Delete FieldWrite', 'Delete Literal', 'Delete Assignment']",236,['Delete LocalVariable'],"['FieldWrite', 'Literal', 'Assignment']",['LocalVariable'],Partial Match,0.0,0.0,0.0,0.0,0,1,3
168,public void METHOD_1 ( android.view.View view ) { VAR_1 = INT_1 ; VAR_2 = true ; VAR_3 = false ; METHOD_2 ( ) ; },public void METHOD_1 ( android.view.View view ) { VAR_1 = INT_1 ; VAR_2 = true ; METHOD_2 ( ) ; },"['Delete FieldWrite', 'Delete Literal', 'Delete Assignment']",237,['Delete LocalVariable'],"['FieldWrite', 'Literal', 'Assignment']",['LocalVariable'],Partial Match,0.0,0.0,0.0,0.0,0,1,3
169,public void METHOD_1 ( ) { VAR_1 = 0 ; VAR_2 = false ; METHOD_2 ( VAR_3 ) ; },public void METHOD_1 ( ) { VAR_1 = 0 ; METHOD_2 ( VAR_3 ) ; },"['Delete FieldWrite', 'Delete Literal', 'Delete Assignment']",238,['Delete LocalVariable'],"['FieldWrite', 'Literal', 'Assignment']",['LocalVariable'],Partial Match,0.0,0.0,0.0,0.0,0,1,3
170,"public void METHOD_1 ( ) { VAR_1 = false ; VAR_2 . METHOD_2 ( VAR_3 . METHOD_3 ( ) , VAR_3 . METHOD_4 ( ) ) ; METHOD_5 ( ) ; }","public void METHOD_1 ( ) { VAR_2 . METHOD_2 ( VAR_3 . METHOD_3 ( ) , VAR_3 . METHOD_4 ( ) ) ; METHOD_5 ( ) ; }","['Delete FieldWrite', 'Delete Literal', 'Delete Assignment']",239,['Delete LocalVariable'],"['FieldWrite', 'Literal', 'Assignment']",['LocalVariable'],Partial Match,0.0,0.0,0.0,0.0,0,1,3
171,public void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_2 = new TYPE_2 ( ) ; VAR_3 . METHOD_2 ( ) ; final TYPE_3 VAR_4 = new TYPE_3 ( ) ; VAR_5 . add ( VAR_4 ) ; },public void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_3 . METHOD_2 ( ) ; final TYPE_3 VAR_4 = new TYPE_3 ( ) ; VAR_5 . add ( VAR_4 ) ; },"['Delete FieldWrite', 'Delete ConstructorCall', 'Delete Assignment']",240,"['Delete Assignment', 'Delete LocalVariable']","['FieldWrite', 'ConstructorCall', 'Assignment']","['Assignment', 'LocalVariable']",Partial Match,0.25,0.5,0.3333333333333333,0.4,1,1,2
172,private void METHOD_1 ( ) { if ( ! ( VAR_1 . METHOD_2 ( ) ) ) { return ; } VAR_1 . METHOD_1 ( ) ; METHOD_3 ( ) ; VAR_2 = false ; },private void METHOD_1 ( ) { if ( ! ( VAR_1 . METHOD_2 ( ) ) ) { return ; } VAR_1 . METHOD_1 ( ) ; METHOD_3 ( ) ; },"['Delete FieldWrite', 'Delete Literal', 'Delete Assignment']",241,['Delete LocalVariable'],"['FieldWrite', 'Literal', 'Assignment']",['LocalVariable'],Partial Match,0.0,0.0,0.0,0.0,0,1,3
173,public void METHOD_1 ( ) { if ( METHOD_2 ( ) ) { METHOD_3 ( ) ; } else { VAR_1 = 0 ; } VAR_2 = true ; },public void METHOD_1 ( ) { if ( METHOD_2 ( ) ) { METHOD_3 ( ) ; } else { VAR_1 = 0 ; } },"['Delete FieldWrite', 'Delete Literal', 'Delete Assignment']",242,['Delete LocalVariable'],"['FieldWrite', 'Literal', 'Assignment']",['LocalVariable'],Partial Match,0.0,0.0,0.0,0.0,0,1,3
174,public void METHOD_1 ( ) { this . VAR_1 = null ; this . VAR_2 = null ; this . VAR_3 = null ; this . VAR_4 = null ; this . VAR_5 = null ; this . VAR_6 = null ; },public void METHOD_1 ( ) { this . VAR_1 = null ; this . VAR_2 = null ; this . VAR_4 = null ; this . VAR_5 = null ; this . VAR_5 = null ; this . VAR_6 = null ; },"['Move Assignment', 'Update FieldWrite']",243,"['Delete Assignment', 'Insert Assignment']","['Assignment', 'FieldWrite']","['Assignment', 'Assignment']",GPT Missed Nodes,0.5,0.0,0.0,0.0,0,2,2
175,"public void METHOD_1 ( TYPE_1 VAR_1 , TYPE_2 VAR_2 ) { VAR_3 = false ; final java.util.List < TYPE_3 > VAR_4 = METHOD_2 ( ) ; VAR_5 . add ( new TYPE_3 ( VAR_1 , VAR_2 ) ) ; VAR_1 . METHOD_3 ( this . VAR_2 ) ; }","public void METHOD_1 ( TYPE_1 VAR_1 , TYPE_2 VAR_2 ) { final java.util.List < TYPE_3 > VAR_4 = METHOD_2 ( ) ; VAR_5 . add ( new TYPE_3 ( VAR_1 , VAR_2 ) ) ; VAR_1 . METHOD_3 ( this . VAR_2 ) ; }","['Delete FieldWrite', 'Delete Literal', 'Delete Assignment']",244,['Delete LocalVariable'],"['FieldWrite', 'Literal', 'Assignment']",['LocalVariable'],Partial Match,0.0,0.0,0.0,0.0,0,1,3
176,public static TYPE_1 METHOD_1 ( android.content.Context context ) { if ( ( VAR_1 . context ) != context ) { VAR_2 = new TYPE_2 ( context ) . build ( ) ; VAR_1 . context = context ; } return VAR_2 ; },public static TYPE_1 METHOD_1 ( android.content.Context context ) { if ( ( VAR_2 ) == null ) { VAR_2 = new TYPE_2 ( context ) . build ( ) ; } return VAR_2 ; },"['Update BinaryOperator', 'Update FieldRead', 'Insert Literal', 'Delete VariableRead', 'Delete FieldWrite', 'Delete VariableRead', 'Delete Assignment']",245,"['Update Invocation', 'Delete TypeAccess', 'Delete VariableRead', 'Insert VariableRead']","['BinaryOperator', 'FieldRead', 'Literal', 'VariableRead', 'FieldWrite', 'VariableRead', 'Assignment']","['Invocation', 'TypeAccess', 'VariableRead', 'VariableRead']",Partial Match,0.125,0.25,0.14285714285714285,0.18181818181818182,1,3,6
177,public void METHOD_1 ( ) { super . METHOD_1 ( ) ; VAR_1 = false ; TYPE_1 . METHOD_2 ( this ) ; },public void METHOD_1 ( ) { super . METHOD_1 ( ) ; TYPE_1 . METHOD_2 ( this ) ; },"['Delete FieldWrite', 'Delete Literal', 'Delete Assignment']",246,['Delete LocalVariable'],"['FieldWrite', 'Literal', 'Assignment']",['LocalVariable'],Partial Match,0.0,0.0,0.0,0.0,0,1,3
178,"public void METHOD_1 ( int VAR_1 ) { if ( VAR_1 == ( - 1 ) ) { return ; } VAR_2 = new TYPE_1 ( INT_1 , VAR_1 ) ; if ( ( VAR_3 ) != null ) { VAR_3 . METHOD_2 ( VAR_2 ) ; } }","public void METHOD_1 ( int VAR_1 ) { if ( VAR_1 == ( - 1 ) ) { return ; } VAR_3 . METHOD_2 ( new TYPE_1 ( INT_1 , VAR_1 ) ) ; }","['Insert Invocation', 'Move TypeAccess', 'Move ConstructorCall', 'Delete FieldWrite', 'Delete Assignment', 'Delete FieldRead', 'Delete Literal', 'Delete BinaryOperator', 'Delete TypeAccess', 'Delete Invocation', 'Delete Block', 'Delete If']",248,"['Delete Assignment', 'Delete LocalVariable']","['Invocation', 'TypeAccess', 'ConstructorCall', 'FieldWrite', 'Assignment', 'FieldRead', 'Literal', 'BinaryOperator', 'TypeAccess', 'Invocation', 'Block', 'If']","['Assignment', 'LocalVariable']",Partial Match,0.09090909090909091,0.5,0.08333333333333333,0.14285714285714285,1,1,11
179,"void METHOD_1 ( ) { VAR_1 = true ; TYPE_1 . METHOD_2 ( ) . METHOD_3 ( ) . METHOD_4 ( VAR_2 , VAR_3 ) ; }","void METHOD_1 ( ) { TYPE_1 . METHOD_2 ( ) . METHOD_3 ( ) . METHOD_4 ( VAR_2 , VAR_3 ) ; }","['Delete FieldWrite', 'Delete Literal', 'Delete Assignment']",249,['Delete LocalVariable'],"['FieldWrite', 'Literal', 'Assignment']",['LocalVariable'],Partial Match,0.0,0.0,0.0,0.0,0,1,3
180,public void METHOD_1 ( android.view.View VAR_1 ) { VAR_2 = 0 ; VAR_3 = 0 ; VAR_4 . METHOD_2 ( ) ; },public void METHOD_1 ( android.view.View VAR_1 ) { VAR_4 . METHOD_2 ( ) ; },"['Delete FieldWrite', 'Delete Literal', 'Delete Assignment', 'Delete FieldWrite', 'Delete Literal', 'Delete Assignment']",250,"['Delete Assignment', 'Delete Assignment']","['FieldWrite', 'Literal', 'Assignment', 'FieldWrite', 'Literal', 'Assignment']","['Assignment', 'Assignment']",GPT Missed Nodes,0.3333333333333333,1.0,0.3333333333333333,0.5,2,0,4
181,"public void METHOD_1 ( int VAR_1 , int height ) { VAR_2 = new TYPE_1 ( height , VAR_1 , VAR_3 ) ; this . VAR_1 = VAR_1 ; this . height = height ; }","public void METHOD_1 ( int VAR_1 , int height ) { VAR_2 = new TYPE_1 ( height , VAR_1 , VAR_3 ) ; }","['Delete ThisAccess', 'Delete FieldWrite', 'Delete VariableRead', 'Delete Assignment', 'Delete ThisAccess', 'Delete FieldWrite', 'Delete VariableRead', 'Delete Assignment']",252,"['Delete Assignment', 'Delete Assignment']","['ThisAccess', 'FieldWrite', 'VariableRead', 'Assignment', 'ThisAccess', 'FieldWrite', 'VariableRead', 'Assignment']","['Assignment', 'Assignment']",GPT Missed Nodes,0.25,1.0,0.25,0.4,2,0,6
182,public void METHOD_1 ( TYPE_1 < java.lang.String > value ) { if ( value . METHOD_2 ( ) ) { this . VAR_1 = value ; this . VAR_2 . get ( ) . METHOD_3 ( VAR_3 . get ( ) ) ; } },public void METHOD_1 ( TYPE_1 < java.lang.String > value ) { if ( value . METHOD_2 ( ) ) { this . VAR_2 . get ( ) . METHOD_3 ( VAR_3 . get ( ) ) ; } },"['Delete ThisAccess', 'Delete FieldWrite', 'Delete VariableRead', 'Delete Assignment']",255,['Delete Assignment'],"['ThisAccess', 'FieldWrite', 'VariableRead', 'Assignment']",['Assignment'],GPT Missed Nodes,0.25,1.0,0.25,0.4,1,0,3
183,private void METHOD_1 ( TYPE_1 value ) { if ( value == null ) { throw new java.lang.NullPointerException ( ) ; } VAR_1 |= 1 ; VAR_2 = value . METHOD_2 ( ) ; },private void METHOD_1 ( TYPE_1 value ) { if ( value == null ) { throw new java.lang.NullPointerException ( ) ; } VAR_1 |= 1 ; VAR_2 = value ; },"['Move VariableRead', 'Delete Invocation']",256,['Update Assignment'],"['VariableRead', 'Invocation']",['Assignment'],Partial Match,0.0,0.0,0.0,0.0,0,1,2
184,"void METHOD_1 ( int message ) { VAR_1 = message ; TYPE_1 . METHOD_2 ( VAR_2 , VAR_3 ) ; VAR_4 . setText ( message ) ; VAR_5 . METHOD_3 ( VAR_6 ) ; METHOD_4 ( false ) ; }","void METHOD_1 ( int message ) { TYPE_1 . METHOD_2 ( VAR_2 , VAR_3 ) ; VAR_4 . setText ( message ) ; VAR_5 . METHOD_3 ( VAR_6 ) ; METHOD_4 ( false ) ; }","['Delete FieldWrite', 'Delete VariableRead', 'Delete Assignment']",257,['Delete Invocation'],"['FieldWrite', 'VariableRead', 'Assignment']",['Invocation'],Partial Match,0.0,0.0,0.0,0.0,0,1,3
185,"public void start ( ) { VAR_1 = new TYPE_1 ( this , 1 ) ; VAR_2 = new TYPE_1 ( this , INT_1 ) ; VAR_3 = new TYPE_2 ( this ) ; }","public void start ( ) { VAR_1 = new TYPE_1 ( this , 1 ) ; VAR_2 = new TYPE_1 ( this , INT_1 ) ; }","['Delete FieldWrite', 'Delete ThisAccess', 'Delete ConstructorCall', 'Delete Assignment']",259,['Delete Assignment'],"['FieldWrite', 'ThisAccess', 'ConstructorCall', 'Assignment']",['Assignment'],GPT Missed Nodes,0.25,1.0,0.25,0.4,1,0,3
186,public void METHOD_1 ( java.lang.String VAR_1 ) { this . VAR_2 . set ( VAR_1 ) ; },public void METHOD_1 ( java.lang.String VAR_1 ) { this . VAR_1 = VAR_1 ; },"['Insert Assignment', 'Insert FieldWrite', 'Move VariableRead', 'Move ThisAccess', 'Delete FieldRead', 'Delete Invocation']",260,"['Delete Invocation', 'Insert Assignment']","['Assignment', 'FieldWrite', 'VariableRead', 'ThisAccess', 'FieldRead', 'Invocation']","['Invocation', 'Assignment']",GPT Missed Nodes,0.3333333333333333,1.0,0.3333333333333333,0.5,2,0,4
187,public final void METHOD_1 ( ) throws TYPE_1 { if ( ! ( METHOD_2 ( ) ) ) { throw new TYPE_1 ( STRING_1 ) ; } VAR_1 = true ; VAR_2 = 0 ; java.lang.System.out.println ( ( ( toString ( ) ) + STRING_2 ) ) ; },public final void METHOD_1 ( ) throws TYPE_1 { if ( ! ( METHOD_2 ( ) ) ) { throw new TYPE_1 ( STRING_1 ) ; } java.lang.System.out.println ( ( ( toString ( ) ) + STRING_2 ) ) ; VAR_1 = true ; },"['Move Assignment', 'Delete FieldWrite', 'Delete Literal', 'Delete Assignment']",261,['Delete LocalVariable'],"['Assignment', 'FieldWrite', 'Literal', 'Assignment']",['LocalVariable'],Partial Match,0.0,0.0,0.0,0.0,0,1,4
188,void METHOD_1 ( ) throws java.io.IOException { VAR_1 = TYPE_1 . METHOD_2 ( VAR_2 class . METHOD_3 ( STRING_1 ) ) ; VAR_3 = TYPE_1 . METHOD_2 ( VAR_2 class . METHOD_3 ( STRING_2 ) ) ; },void METHOD_1 ( ) throws java.io.IOException { VAR_1 = TYPE_1 . METHOD_2 ( VAR_2 class . METHOD_3 ( STRING_1 ) ) ; },"['Delete FieldWrite', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation', 'Delete Invocation', 'Delete Assignment']",262,['Delete LocalVariable'],"['FieldWrite', 'TypeAccess', 'TypeAccess', 'TypeAccess', 'Invocation', 'Invocation', 'Assignment']",['LocalVariable'],Partial Match,0.0,0.0,0.0,0.0,0,1,7
189,public void METHOD_1 ( android.view.View VAR_1 ) { VAR_2 . METHOD_2 ( ) ; VAR_3 = false ; },public void METHOD_1 ( android.view.View VAR_1 ) { VAR_2 . METHOD_2 ( ) ; },"['Delete FieldWrite', 'Delete Literal', 'Delete Assignment']",263,['Delete LocalVariable'],"['FieldWrite', 'Literal', 'Assignment']",['LocalVariable'],Partial Match,0.0,0.0,0.0,0.0,0,1,3
190,"public TYPE_1 METHOD_1 ( ) { TYPE_1 VAR_1 = new TYPE_1 ( VAR_2 , VAR_3 ) ; if ( ( this . VAR_4 ) != null ) VAR_5 = this . VAR_4 . METHOD_1 ( ) ; VAR_6 = this . VAR_7 ; return VAR_1 ; }","public TYPE_1 METHOD_1 ( ) { TYPE_1 VAR_1 = new TYPE_1 ( VAR_2 , VAR_3 ) ; if ( ( this . VAR_4 ) != null ) VAR_5 = this . VAR_4 . METHOD_1 ( ) ; return VAR_1 ; }","['Delete FieldWrite', 'Delete ThisAccess', 'Delete FieldRead', 'Delete Assignment']",264,['Delete LocalVariable'],"['FieldWrite', 'ThisAccess', 'FieldRead', 'Assignment']",['LocalVariable'],Partial Match,0.0,0.0,0.0,0.0,0,1,4
191,public void METHOD_1 ( TYPE_1 VAR_1 ) { super . METHOD_1 ( VAR_1 ) ; VAR_2 = new TYPE_2 ( new TYPE_3 ( STRING_1 ) ) ; },public void METHOD_1 ( TYPE_1 VAR_1 ) { super . METHOD_1 ( VAR_1 ) ; VAR_2 = new TYPE_3 ( STRING_1 ) ; },"['Move ConstructorCall', 'Delete ConstructorCall']",265,"['Delete TypeReference', 'Delete Invocation']","['ConstructorCall', 'ConstructorCall']","['TypeReference', 'Invocation']",Partial Match,0.0,0.0,0.0,0.0,0,2,2
192,public void METHOD_1 ( int start ) { VAR_1 = start ; VAR_2 = METHOD_2 ( ) ; METHOD_3 ( ) ; METHOD_4 ( ) ; },public void METHOD_1 ( int start ) { VAR_1 = start ; METHOD_3 ( ) ; METHOD_4 ( ) ; },"['Delete FieldWrite', 'Delete Invocation', 'Delete Assignment']",267,['Delete Invocation'],"['FieldWrite', 'Invocation', 'Assignment']",['Invocation'],GPT Missed Nodes,0.3333333333333333,1.0,0.3333333333333333,0.5,1,0,2
193,public TYPE_1 METHOD_1 ( TYPE_2 VAR_1 ) { this . id = VAR_2 . getId ( ) . toString ( ) ; this . name = VAR_2 . getName ( ) ; this . VAR_3 = VAR_1 . METHOD_2 ( ) ; return this ; },public TYPE_1 METHOD_1 ( TYPE_2 VAR_1 ) { this . id = VAR_2 . getId ( ) . toString ( ) ; this . name = VAR_2 . getName ( ) ; return this ; },"['Delete ThisAccess', 'Delete FieldWrite', 'Delete VariableRead', 'Delete Invocation', 'Delete Assignment']",268,['Delete LocalVariable'],"['ThisAccess', 'FieldWrite', 'VariableRead', 'Invocation', 'Assignment']",['LocalVariable'],Partial Match,0.0,0.0,0.0,0.0,0,1,5
194,protected void METHOD_1 ( java.lang.Void VAR_1 ) { super . METHOD_1 ( VAR_1 ) ; VAR_2 . METHOD_2 ( ) ; VAR_3 = false ; },protected void METHOD_1 ( java.lang.Void VAR_1 ) { super . METHOD_1 ( VAR_1 ) ; VAR_2 . METHOD_2 ( ) ; },"['Delete FieldWrite', 'Delete Literal', 'Delete Assignment']",269,['Delete LocalVariable'],"['FieldWrite', 'Literal', 'Assignment']",['LocalVariable'],Partial Match,0.0,0.0,0.0,0.0,0,1,3
195,public boolean METHOD_1 ( int position ) { VAR_1 = position ; return true ; },public boolean METHOD_1 ( int position ) { return true ; },"['Delete FieldWrite', 'Delete VariableRead', 'Delete Assignment']",270,['Delete Assignment'],"['FieldWrite', 'VariableRead', 'Assignment']",['Assignment'],GPT Missed Nodes,0.3333333333333333,1.0,0.3333333333333333,0.5,1,0,2
196,public void METHOD_1 ( ) { endTime = TYPE_1 . METHOD_2 ( ) ; VAR_1 = ( endTime ) - ( startTime ) ; VAR_2 = true ; VAR_3 = this . VAR_1 ; },public void METHOD_1 ( ) { endTime = TYPE_1 . METHOD_2 ( ) ; VAR_1 = ( endTime ) - ( startTime ) ; VAR_2 = true ; },"['Delete FieldWrite', 'Delete ThisAccess', 'Delete FieldRead', 'Delete Assignment']",272,['Delete LocalVariable'],"['FieldWrite', 'ThisAccess', 'FieldRead', 'Assignment']",['LocalVariable'],Partial Match,0.0,0.0,0.0,0.0,0,1,4
197,public void METHOD_1 ( int value ) { this . value = value ; this . VAR_1 = value ; this . VAR_2 = true ; this . VAR_3 = false ; this . METHOD_2 ( ) ; },public void METHOD_1 ( int value ) { this . value = value ; this . VAR_2 = true ; this . VAR_3 = false ; this . METHOD_2 ( ) ; },"['Delete ThisAccess', 'Delete FieldWrite', 'Delete VariableRead', 'Delete Assignment']",274,['Delete Assignment'],"['ThisAccess', 'FieldWrite', 'VariableRead', 'Assignment']",['Assignment'],GPT Missed Nodes,0.25,1.0,0.25,0.4,1,0,3
198,"public void METHOD_1 ( TYPE_1 VAR_1 , TYPE_2 view ) { VAR_2 = false ; view . METHOD_2 ( ) ; }","public void METHOD_1 ( TYPE_1 VAR_1 , TYPE_2 view ) { view . METHOD_2 ( ) ; }","['Delete FieldWrite', 'Delete Literal', 'Delete Assignment']",275,['Delete LocalVariable'],"['FieldWrite', 'Literal', 'Assignment']",['LocalVariable'],Partial Match,0.0,0.0,0.0,0.0,0,1,3
199,public void METHOD_1 ( ) throws java.lang.Exception { VAR_1 = null ; VAR_2 = null ; VAR_3 = null ; VAR_4 = null ; },public void METHOD_1 ( ) throws java.lang.Exception { VAR_1 = null ; VAR_2 = null ; VAR_3 = null ; },"['Delete FieldWrite', 'Delete Literal', 'Delete Assignment']",276,['Delete LocalVariable'],"['FieldWrite', 'Literal', 'Assignment']",['LocalVariable'],Partial Match,0.0,0.0,0.0,0.0,0,1,3
200,public void METHOD_1 ( ) { VAR_1 = false ; VAR_2 . end ( ) ; VAR_3 . METHOD_2 ( ) ; VAR_4 = true ; },public void METHOD_1 ( ) { VAR_1 = false ; VAR_2 . end ( ) ; VAR_3 . METHOD_2 ( ) ; VAR_3 = null ; VAR_4 = true ; },"['Insert Assignment', 'Insert FieldWrite', 'Insert Literal']",278,['Insert Assignment'],"['Assignment', 'FieldWrite', 'Literal']",['Assignment'],GPT Missed Nodes,0.3333333333333333,1.0,0.3333333333333333,0.5,1,0,2
201,public boolean METHOD_1 ( android.view.View view ) { VAR_1 = METHOD_2 ( ) ; if ( ( VAR_2 ) != null ) { return false ; } VAR_2 = getActivity ( ) . METHOD_3 ( VAR_3 ) ; view . METHOD_4 ( true ) ; return true ; },public boolean METHOD_1 ( android.view.View view ) { VAR_1 = METHOD_2 ( ) ; if ( ( VAR_2 ) != null ) { return false ; } view . METHOD_4 ( true ) ; return true ; },"['Delete FieldWrite', 'Delete Invocation', 'Delete TypeAccess', 'Delete Invocation', 'Delete Assignment']",280,"['Delete Invocation', 'Delete LocalVariable']","['FieldWrite', 'Invocation', 'TypeAccess', 'Invocation', 'Assignment']","['Invocation', 'LocalVariable']",Partial Match,0.2,0.5,0.2,0.28571428571428575,1,1,4
202,public void METHOD_1 ( final TYPE_1 VAR_1 ) { VAR_2 = VAR_1 ; VAR_3 = true ; },public void METHOD_1 ( final TYPE_1 VAR_1 ) { VAR_3 = true ; },"['Delete FieldWrite', 'Delete VariableRead', 'Delete Assignment']",282,['Delete Assignment'],"['FieldWrite', 'VariableRead', 'Assignment']",['Assignment'],GPT Missed Nodes,0.3333333333333333,1.0,0.3333333333333333,0.5,1,0,2
203,public void METHOD_1 ( ) { this . VAR_1 . METHOD_1 ( ) ; this . output . METHOD_1 ( ) ; this . VAR_2 = null ; this . VAR_3 = null ; },public void METHOD_1 ( ) { this . VAR_1 = null ; this . output = null ; this . VAR_2 = null ; this . VAR_3 = null ; },"['Insert Assignment', 'Insert Assignment', 'Insert FieldWrite', 'Insert Literal', 'Insert FieldWrite', 'Insert Literal', 'Move ThisAccess', 'Move ThisAccess', 'Delete FieldRead', 'Delete Invocation', 'Delete FieldRead', 'Delete Invocation']",284,"['Delete Invocation', 'Insert Assignment', 'Delete Invocation', 'Insert Assignment']","['Assignment', 'Assignment', 'FieldWrite', 'Literal', 'FieldWrite', 'Literal', 'ThisAccess', 'ThisAccess', 'FieldRead', 'Invocation', 'FieldRead', 'Invocation']","['Invocation', 'Assignment', 'Invocation', 'Assignment']",GPT Missed Nodes,0.3333333333333333,1.0,0.3333333333333333,0.5,4,0,8
204,public void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_2 = false ; VAR_3 = INT_1 ; },public void METHOD_1 ( TYPE_1 VAR_1 ) { },"['Delete FieldWrite', 'Delete Literal', 'Delete Assignment', 'Delete FieldWrite', 'Delete FieldRead', 'Delete Assignment']",285,"['Delete LocalVariable', 'Delete LocalVariable']","['FieldWrite', 'Literal', 'Assignment', 'FieldWrite', 'FieldRead', 'Assignment']","['LocalVariable', 'LocalVariable']",Partial Match,0.0,0.0,0.0,0.0,0,2,6
205,public void METHOD_1 ( ) { VAR_1 = new java.util.ArrayList < TYPE_1 > ( ) ; VAR_2 = null ; VAR_3 = null ; end = false ; METHOD_2 ( ) ; },public void METHOD_1 ( ) { VAR_1 = new java.util.ArrayList < TYPE_1 > ( ) ; VAR_2 = null ; VAR_3 = null ; METHOD_2 ( ) ; },"['Delete FieldWrite', 'Delete Literal', 'Delete Assignment']",286,['Delete LocalVariable'],"['FieldWrite', 'Literal', 'Assignment']",['LocalVariable'],Partial Match,0.0,0.0,0.0,0.0,0,1,3
206,private void METHOD_1 ( ) { VAR_1 = ( ( VAR_1 ) == ( VAR_2 ) ) ? VAR_3 : VAR_2 ; VAR_4 = ( ( VAR_1 ) == ( VAR_2 ) ) ? VAR_3 : VAR_2 ; VAR_5 = new TYPE_1 < java.lang.Object > ( ) ; },private void METHOD_1 ( ) { VAR_1 = ( ( VAR_1 ) == ( VAR_2 ) ) ? VAR_3 : VAR_2 ; VAR_4 = ( ( VAR_1 ) == ( VAR_2 ) ) ? VAR_3 : VAR_2 ; },"['Delete FieldWrite', 'Delete ConstructorCall', 'Delete Assignment']",287,['Delete Assignment'],"['FieldWrite', 'ConstructorCall', 'Assignment']",['Assignment'],GPT Missed Nodes,0.3333333333333333,1.0,0.3333333333333333,0.5,1,0,2
207,public void METHOD_1 ( ) { if ( METHOD_2 ( ) ) { if ( METHOD_3 ( ) ) { if ( ( this . VAR_1 ) < 0 ) { this . VAR_2 = false ; this . VAR_3 = true ; } } else { } } },public void METHOD_1 ( ) { if ( METHOD_2 ( ) ) { if ( METHOD_3 ( ) ) { if ( ( this . VAR_1 ) < 0 ) { this . VAR_2 = false ; } } else { } } },"['Delete ThisAccess', 'Delete FieldWrite', 'Delete Literal', 'Delete Assignment']",288,['Delete LocalVariable'],"['ThisAccess', 'FieldWrite', 'Literal', 'Assignment']",['LocalVariable'],Partial Match,0.0,0.0,0.0,0.0,0,1,4
208,"public android.view.View METHOD_1 ( TYPE_1 VAR_1 , TYPE_2 VAR_2 , TYPE_3 VAR_3 ) { android.view.View view = VAR_1 . METHOD_2 ( VAR_4 , VAR_2 , false ) ; VAR_5 = ( ( TYPE_4 ) ( view . METHOD_3 ( VAR_6 ) ) ) ; return view ; }","public android.view.View METHOD_1 ( TYPE_1 VAR_1 , TYPE_2 VAR_2 , TYPE_3 VAR_3 ) { android.view.View view = VAR_1 . METHOD_2 ( VAR_4 , VAR_2 , false ) ; return view ; }","['Delete FieldWrite', 'Delete TypeReference', 'Delete VariableRead', 'Delete TypeAccess', 'Delete Invocation', 'Delete Assignment']",289,['Delete LocalVariable'],"['FieldWrite', 'TypeReference', 'VariableRead', 'TypeAccess', 'Invocation', 'Assignment']",['LocalVariable'],Partial Match,0.0,0.0,0.0,0.0,0,1,6
