fixed_code,buggy_code,gumtree_baseline,line_in_dataset,gpt_attempt1,baseline_nodes,gpt_nodes,node_set_match,jaccard_score,precision,recall,f1_score,tp,fp,fn
618,"public static TYPE_1 METHOD_1 ( TYPE_2 VAR_1 , double VAR_2 , double VAR_3 , double VAR_4 , TYPE_3 VAR_5 ) { return new TYPE_1 ( VAR_1 , VAR_2 , VAR_3 , VAR_4 , VAR_5 ) ; }","public static TYPE_1 METHOD_1 ( TYPE_2 VAR_1 , double VAR_2 , double VAR_3 , double VAR_4 , TYPE_3 VAR_5 , double startTime ) { return new TYPE_1 ( VAR_1 , VAR_2 , VAR_3 , VAR_4 , VAR_5 , startTime ) ; }","['Insert Parameter', 'Insert TypeReference', 'Insert VariableRead']",728,"['Insert Parameter', 'Insert ConstructorCall']","['Parameter', 'TypeReference', 'VariableRead']","['Parameter', 'ConstructorCall']",Partial Match,0.25,0.5,0.3333333333333333,0.4,1,1,2
619,"public TYPE_1 < TYPE_2 > build ( ) { return new TYPE_1 ( new TYPE_3 ( VAR_1 , 0 , VAR_2 ) ) ; }","public TYPE_1 build ( ) { return new TYPE_1 ( new TYPE_3 ( VAR_1 , 0 , VAR_2 ) ) ; }",['Delete TypeReference'],729,['Delete Parameter'],['TypeReference'],['Parameter'],Partial Match,0.0,0.0,0.0,0.0,0,1,1
620,public void METHOD_1 ( TYPE_1 VAR_1 ) { this . VAR_1 = VAR_1 ; if ( VAR_1 != null ) VAR_1 . METHOD_2 ( this ) ; },public void METHOD_1 ( TYPE_1 VAR_1 ) { this . VAR_1 = VAR_1 ; },"['Delete VariableRead', 'Delete Literal', 'Delete BinaryOperator', 'Delete VariableRead', 'Delete ThisAccess', 'Delete Invocation', 'Delete Block', 'Delete If']",730,['Delete If'],"['VariableRead', 'Literal', 'BinaryOperator', 'VariableRead', 'ThisAccess', 'Invocation', 'Block', 'If']",['If'],GPT Missed Nodes,0.14285714285714285,1.0,0.125,0.2222222222222222,1,0,7
621,"public void METHOD_1 ( TYPE_1 VAR_1 , boolean VAR_2 ) { if ( VAR_2 ) { VAR_3 . setText ( STRING_1 ) ; VAR_4 = true ; } else { VAR_3 . setText ( STRING_2 ) ; VAR_4 = false ; } }","public void METHOD_1 ( TYPE_1 VAR_1 , boolean VAR_2 ) { if ( VAR_2 ) { VAR_3 . setText ( STRING_1 ) ; VAR_4 = true ; } else { VAR_3 . setText ( STRING_2 ) ; VAR_4 = true ; } }",['Update Literal'],732,['Update Assignment'],['Literal'],['Assignment'],Partial Match,0.0,0.0,0.0,0.0,0,1,1
622,"protected abstract TYPE_1 METHOD_1 ( TYPE_2 VAR_1 , TYPE_3 param ) ;",protected abstract TYPE_1 METHOD_1 ( TYPE_2 VAR_1 ) ;,"['Delete TypeReference', 'Delete Parameter']",733,['Delete Parameter'],"['TypeReference', 'Parameter']",['Parameter'],GPT Missed Nodes,0.5,1.0,0.5,0.6666666666666666,1,0,1
623,"public void METHOD_1 ( java.lang.Object VAR_1 ) { if ( ( VAR_2 . size ( ) ) < 0 ) TYPE_1 . METHOD_2 ( this , STRING_1 , VAR_3 ) . show ( ) ; else TYPE_2 . METHOD_3 ( this , STRING_2 ) ; }","public void METHOD_1 ( java.lang.Object VAR_1 ) { if ( ( VAR_2 . size ( ) ) == 0 ) TYPE_1 . METHOD_2 ( this , STRING_1 , VAR_3 ) . show ( ) ; else TYPE_2 . METHOD_3 ( this , STRING_2 ) ; }",['Update BinaryOperator'],734,['Update If'],['BinaryOperator'],['If'],Partial Match,0.0,0.0,0.0,0.0,0,1,1
624,"public void METHOD_1 ( java.lang.String url , TYPE_1 VAR_1 ) { VAR_2 . put ( TYPE_2 . METHOD_2 ( url ) , VAR_1 ) ; }","public void METHOD_1 ( java.lang.String url , TYPE_1 VAR_1 ) { VAR_2 . put ( url , VAR_1 ) ; }","['Move VariableRead', 'Delete TypeAccess', 'Delete Invocation']",735,['Delete Invocation'],"['VariableRead', 'TypeAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.3333333333333333,1.0,0.3333333333333333,0.5,1,0,2
625,"public java.lang.String METHOD_1 ( TYPE_1 VAR_1 , TYPE_2 VAR_2 ) { java.util.List < TYPE_3 > VAR_3 = VAR_4 . METHOD_2 ( VAR_1 ) ; VAR_2 . METHOD_3 ( STRING_1 , VAR_3 ) ; java.lang.String view = STRING_2 ; return view ; }","public java.lang.String METHOD_1 ( TYPE_1 VAR_1 , TYPE_2 VAR_2 ) { java.util.List < TYPE_3 > VAR_3 = VAR_4 . METHOD_2 ( VAR_1 ) ; VAR_2 . METHOD_3 ( STRING_1 , VAR_3 ) ; java.lang.String view = STRING_2 ; return STRING_2 ; }","['Insert FieldRead', 'Delete VariableRead']",736,['Update Return'],"['FieldRead', 'VariableRead']",['Return'],Partial Match,0.0,0.0,0.0,0.0,0,1,2
626,public static boolean METHOD_1 ( java.lang.String VAR_1 ) { if ( ( VAR_1 != null ) && ( VAR_2 . toLowerCase ( ) . trim ( ) . contains ( STRING_1 ) ) ) { return true ; } else { return false ; } },public static boolean METHOD_1 ( java.lang.String VAR_1 ) { if ( ( VAR_1 != null ) && ( VAR_2 . toLowerCase ( ) . trim ( ) . startsWith ( STRING_1 ) ) ) { return true ; } else { return false ; } },['Update Invocation'],737,['Update Invocation'],['Invocation'],['Invocation'],Exact Match,1.0,1.0,1.0,1.0,1,0,0
627,public static TYPE_1 get ( ) { return VAR_1 ; },public static TYPE_1 get ( ) { return new TYPE_1 ( ) ; },"['Insert ConstructorCall', 'Delete FieldRead']",738,['Update Return'],"['ConstructorCall', 'FieldRead']",['Return'],Partial Match,0.0,0.0,0.0,0.0,0,1,2
628,public void METHOD_1 ( ) { VAR_1 . delete ( VAR_2 . METHOD_2 ( ) . get ( 0 ) ) ; VAR_3 . assertTrue ( ( ( VAR_1 . count ( ) ) == 1 ) ) ; },public void METHOD_1 ( ) { VAR_1 . delete ( VAR_2 . METHOD_2 ( ) . get ( 0 ) ) ; assertTrue ( ( ( VAR_1 . count ( ) ) == 1 ) ) ; },['Update TypeAccess'],740,['Delete Invocation'],['TypeAccess'],['Invocation'],Partial Match,0.0,0.0,0.0,0.0,0,1,1
629,public void init ( ) { java.lang.System.out.println ( STRING_1 ) ; this . VAR_1 = TYPE_1 . METHOD_1 ( ) ; },public void init ( ) { java.lang.System.out.println ( STRING_1 ) ; this . VAR_1 = new TYPE_1 ( ) ; },"['Insert ConstructorCall', 'Delete TypeAccess', 'Delete Invocation']",741,"['Update ConstructorCall', 'Delete Invocation']","['ConstructorCall', 'TypeAccess', 'Invocation']","['ConstructorCall', 'Invocation']",GPT Missed Nodes,0.6666666666666666,0.5,0.3333333333333333,0.4,1,1,2
630,public java.util.Date METHOD_1 ( long VAR_1 ) { return TYPE_1 . METHOD_2 ( VAR_2 class ) ; },public java.util.Date METHOD_1 ( long VAR_1 ) { return TYPE_1 . METHOD_2 ( ) ; },['Delete TypeAccess'],742,['Delete Literal'],['TypeAccess'],['Literal'],Partial Match,0.0,0.0,0.0,0.0,0,1,1
631,public void METHOD_1 ( java.lang.Long data ) { VAR_1 = VAR_2 ; METHOD_2 ( java.lang.String . METHOD_3 ( data ) ) ; },public void METHOD_1 ( long data ) { VAR_1 = VAR_2 ; METHOD_2 ( java.lang.String . METHOD_3 ( data ) ) ; },['Update TypeReference'],743,['Update Parameter'],['TypeReference'],['Parameter'],Partial Match,0.0,0.0,0.0,0.0,0,1,1
632,"protected < TYPE_1 , TYPE_2 , TYPE_3 > TYPE_4 < TYPE_1 , TYPE_2 , TYPE_3 > METHOD_1 ( TYPE_5 < TYPE_1 , TYPE_2 , TYPE_3 > VAR_1 ) { return new TYPE_6 ( VAR_1 ) ; }","private < TYPE_1 , TYPE_2 , TYPE_3 > TYPE_4 < TYPE_1 , TYPE_2 , TYPE_3 > METHOD_1 ( TYPE_5 < TYPE_1 , TYPE_2 , TYPE_3 > VAR_1 ) { return new TYPE_6 < TYPE_1 , TYPE_2 , TYPE_3 > ( VAR_1 ) ; }",['Update Wra'],744,"['Update Wra', 'Insert ConstructorCall']",['Wra'],"['Wra', 'ConstructorCall']",GPT Hallucinated Nodes,0.5,0.5,1.0,0.6666666666666666,1,1,0
633,"public boolean METHOD_1 ( ) throws TYPE_1 , TYPE_2 { if ( ! ( this . METHOD_2 ( ) ) ) return false ; if ( ( this . METHOD_3 ( ) ) != 0 ) { return true ; } return false ; }","public boolean METHOD_1 ( ) throws TYPE_1 , TYPE_2 { if ( ! ( this . METHOD_2 ( ) ) ) return false ; if ( ( this . METHOD_3 ( ) ) == 0 ) { return true ; } return false ; }",['Update BinaryOperator'],745,['Update BinaryOperator'],['BinaryOperator'],['BinaryOperator'],Exact Match,1.0,1.0,1.0,1.0,1,0,0
634,"public int METHOD_1 ( int line , int VAR_1 ) { return ( VAR_2 . get ( ( line - 1 ) ) ) + VAR_1 ; }","public int METHOD_1 ( int line , int VAR_1 ) { return ( VAR_2 . get ( line ) ) + VAR_1 ; }","['Move VariableRead', 'Delete Literal', 'Delete BinaryOperator']",746,['Delete UnaryOperator'],"['VariableRead', 'Literal', 'BinaryOperator']",['UnaryOperator'],Partial Match,0.0,0.0,0.0,0.0,0,1,3
635,"static java.lang.String METHOD_1 ( TYPE_1 VAR_1 , java.lang.String path ) { return null ; }",static java.lang.String METHOD_1 ( java.lang.String path ) { return null ; },"['Delete TypeReference', 'Delete Parameter']",747,['Delete Parameter'],"['TypeReference', 'Parameter']",['Parameter'],GPT Missed Nodes,0.5,1.0,0.5,0.6666666666666666,1,0,1
636,public double METHOD_1 ( ) { METHOD_2 ( ) ; return VAR_1 [ index ] ; },public double METHOD_1 ( ) { return VAR_1 [ index ] ; },['Delete Invocation'],748,['Delete Invocation'],['Invocation'],['Invocation'],Exact Match,1.0,1.0,1.0,1.0,1,0,0
637,"public TYPE_1 METHOD_1 ( double VAR_1 , double to ) { VAR_2 = VAR_3 . METHOD_1 ( VAR_1 , to ) ; VAR_4 = VAR_5 . METHOD_1 ( VAR_1 , to ) ; VAR_6 = VAR_7 . METHOD_1 ( VAR_1 , to ) ; return VAR_8 ; }","public TYPE_1 METHOD_1 ( double VAR_1 , double to ) { VAR_2 = VAR_3 . METHOD_1 ( VAR_1 , to ) ; VAR_4 = VAR_3 . METHOD_1 ( VAR_1 , to ) ; VAR_6 = VAR_3 . METHOD_1 ( VAR_1 , to ) ; return VAR_8 ; }","['Update TypeAccess', 'Update TypeAccess']",749,"['Update ThisAccess', 'Update ThisAccess']","['TypeAccess', 'TypeAccess']","['ThisAccess', 'ThisAccess']",Partial Match,0.0,0.0,0.0,0.0,0,2,2
638,"public void METHOD_1 ( ) { TYPE_1 < TYPE_2 > VAR_1 = new TYPE_1 < TYPE_2 > ( new TYPE_3 < TYPE_2 > ( VAR_2 class , false ) ) ; VAR_1 . METHOD_2 ( STRING_1 , VAR_2 class ) ; }","public void METHOD_1 ( ) { TYPE_1 < TYPE_2 > VAR_1 = new TYPE_1 < TYPE_2 > ( new TYPE_3 < TYPE_2 > ( VAR_2 class , false ) ) ; VAR_1 . METHOD_2 ( ""0"" , VAR_2 class ) ; }","['Insert Literal', 'Delete TypeAccess']",751,['Update Literal'],"['Literal', 'TypeAccess']",['Literal'],GPT Missed Nodes,0.5,0.0,0.0,0.0,0,1,2
639,"public void METHOD_1 ( java.util.Date VAR_1 ) { VAR_2 . METHOD_2 ( ) ; VAR_2 = VAR_3 . METHOD_3 ( query ( VAR_1 ) , new java.lang.String [ ] { } ) ; METHOD_4 ( ) ; }","public void METHOD_1 ( ) { VAR_2 . METHOD_2 ( ) ; VAR_2 = VAR_3 . METHOD_3 ( query ( ) , new java.lang.String [ ] { } ) ; METHOD_4 ( ) ; }","['Delete TypeReference', 'Delete Parameter', 'Delete VariableRead']",752,"['Delete Parameter', 'Update Invocation']","['TypeReference', 'Parameter', 'VariableRead']","['Parameter', 'Invocation']",Partial Match,0.25,0.5,0.3333333333333333,0.4,1,1,2
640,public void METHOD_1 ( java.util.List < TYPE_1 > VAR_1 ) { METHOD_2 ( ) ; },public void METHOD_1 ( java.lang.Void item ) { METHOD_2 ( ) ; },"['Update Parameter', 'Update TypeReference', 'Delete TypeReference']",753,['Update Parameter'],"['Parameter', 'TypeReference', 'TypeReference']",['Parameter'],GPT Missed Nodes,0.5,1.0,0.3333333333333333,0.5,1,0,2
641,"public TYPE_1 METHOD_1 ( final android.content.Context context ) { return new TYPE_1 ( VAR_1 , VAR_2 . getString ( VAR_3 ) , context ) ; }","public TYPE_1 METHOD_1 ( final android.content.Context context ) { return new TYPE_1 ( VAR_1 , context ) ; }","['Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation']",754,['Delete Invocation'],"['TypeAccess', 'TypeAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.3333333333333333,0.5,1,0,2
642,"public boolean METHOD_1 ( int VAR_1 , int VAR_2 ) { long VAR_3 = VAR_4 . METHOD_1 ( VAR_1 , VAR_2 ) ; VAR_5 = true ; METHOD_2 ( ) ; return VAR_3 != ( - 1 ) ; }","public boolean METHOD_1 ( int VAR_1 , boolean VAR_2 ) { long VAR_3 = VAR_4 . METHOD_1 ( VAR_1 , VAR_2 ) ; VAR_5 = true ; METHOD_2 ( ) ; return VAR_3 != ( - 1 ) ; }",['Update TypeReference'],755,['Update Parameter'],['TypeReference'],['Parameter'],Partial Match,0.0,0.0,0.0,0.0,0,1,1
643,"public void METHOD_1 ( TYPE_1 VAR_1 , TYPE_2 VAR_2 ) { VAR_3 . i ( VAR_4 , STRING_1 ) ; METHOD_2 ( VAR_2 ) ; VAR_5 . put ( VAR_2 . METHOD_3 ( ) , VAR_2 ) ; METHOD_4 ( VAR_2 , STRING_2 ) ; }","public void METHOD_1 ( TYPE_1 VAR_1 , TYPE_2 VAR_2 ) { VAR_3 . i ( VAR_4 , STRING_1 ) ; VAR_5 . put ( VAR_2 . METHOD_3 ( ) , VAR_2 ) ; METHOD_4 ( VAR_2 , STRING_2 ) ; }","['Delete VariableRead', 'Delete Invocation']",756,['Delete Invocation'],"['VariableRead', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.5,0.6666666666666666,1,0,1
644,public void METHOD_1 ( ) { java.lang.System.out.println ( STRING_1 ) ; },public boolean METHOD_1 ( ) { return false ; },"['Update TypeReference', 'Insert Return', 'Insert Literal', 'Delete TypeAccess', 'Delete FieldRead', 'Delete TypeAccess', 'Delete Invocation']",757,"['Update Wra', 'Delete Return', 'Insert Return']","['TypeReference', 'Return', 'Literal', 'TypeAccess', 'FieldRead', 'TypeAccess', 'Invocation']","['Wra', 'Return', 'Return']",Partial Match,0.14285714285714285,0.3333333333333333,0.14285714285714285,0.2,1,2,6
645,public double METHOD_1 ( ) { return FLOAT_1 ; },public double METHOD_1 ( ) { return 1.0 ; },"['Insert Literal', 'Delete FieldRead']",758,['Update Literal'],"['Literal', 'FieldRead']",['Literal'],GPT Missed Nodes,0.5,0.0,0.0,0.0,0,1,2
646,"protected void execute ( ) { METHOD_1 ( ) ; VAR_1 . set ( VAR_2 , VAR_3 ) ; }","protected void execute ( ) { METHOD_1 ( ) ; VAR_1 . set ( VAR_2 , VAR_2 ) ; }",['Update TypeAccess'],759,['Update Invocation'],['TypeAccess'],['Invocation'],Partial Match,0.0,0.0,0.0,0.0,0,1,1
647,"public void METHOD_1 ( java.lang.String VAR_1 ) { if ( VAR_2 . METHOD_2 ( VAR_1 ) ) { VAR_3 . put ( VAR_1 , new java.util.ArrayList < TYPE_1 > ( ) ) ; } }",public void METHOD_1 ( java.lang.String VAR_1 ) { if ( VAR_2 . METHOD_2 ( VAR_1 ) ) { VAR_3 . remove ( VAR_1 ) ; } },"['Update Invocation', 'Delete ConstructorCall']",760,"['Update Invocation', 'Delete ConstructorCall']","['Invocation', 'ConstructorCall']","['Invocation', 'ConstructorCall']",Exact Match,1.0,1.0,1.0,1.0,2,0,0
648,"public static void METHOD_1 ( int VAR_1 ) { TYPE_1 . METHOD_2 ( ( ( STRING_1 + ( java.lang.String . METHOD_3 ( VAR_1 ) ) ) + STRING_2 ) , false ) ; }",public static void METHOD_1 ( int VAR_1 ) { TYPE_1 . METHOD_2 ( ( ( STRING_1 + ( java.lang.String . METHOD_3 ( VAR_1 ) ) ) + STRING_2 ) ) ; },['Delete Literal'],762,['Delete Literal'],['Literal'],['Literal'],Exact Match,1.0,1.0,1.0,1.0,1,0,0
649,"public static void METHOD_1 ( int VAR_1 ) { synchronized ( VAR_2 ) { TYPE_1 . METHOD_2 ( ) . METHOD_3 ( ) . METHOD_4 ( VAR_3 , VAR_1 ) . METHOD_5 ( ) ; } }","public static void METHOD_1 ( int VAR_1 ) { synchronized ( VAR_2 ) { TYPE_1 . METHOD_2 ( ) . METHOD_3 ( ) . METHOD_4 ( VAR_3 , VAR_1 ) . commit ( ) ; } }",['Update Invocation'],763,['Update Invocation'],['Invocation'],['Invocation'],Exact Match,1.0,1.0,1.0,1.0,1,0,0
650,"private java.lang.String METHOD_1 ( java.lang.String VAR_1 , java.lang.String fileName ) throws java.io.IOException { return METHOD_1 ( ( ( ( ( ( STRING_1 + ( VAR_2 ) ) + STRING_2 ) + VAR_1 ) + ( VAR_2 ) ) + fileName ) ) ; }","protected java.lang.String METHOD_1 ( java.lang.String VAR_1 , java.lang.String fileName ) throws java.io.IOException { return METHOD_1 ( ( ( ( ( ( STRING_1 + ( VAR_2 ) ) + STRING_2 ) + VAR_1 ) + ( VAR_2 ) ) + fileName ) ) ; }",['Update Wra'],764,['Update Wra'],['Wra'],['Wra'],Exact Match,1.0,1.0,1.0,1.0,1,0,0
651,"public static void METHOD_1 ( TYPE_1 p , int VAR_1 ) { if ( ( p . METHOD_2 ( VAR_1 ) ) != INT_1 ) return ; if ( p . METHOD_3 ( VAR_1 ) ) { java.lang.System.out.println ( STRING_1 ) ; } return ; }",public static void METHOD_1 ( TYPE_1 p ) { if ( ( p . METHOD_2 ( ) ) != INT_1 ) return ; if ( p . METHOD_3 ( ) ) { java.lang.System.out.println ( STRING_1 ) ; } return ; },"['Delete TypeReference', 'Delete Parameter', 'Delete VariableRead', 'Delete VariableRead']",765,"['Delete Parameter', 'Delete Invocation', 'Delete Invocation']","['TypeReference', 'Parameter', 'VariableRead', 'VariableRead']","['Parameter', 'Invocation', 'Invocation']",Partial Match,0.25,0.3333333333333333,0.25,0.28571428571428575,1,2,3
652,private void METHOD_1 ( int id ) { TYPE_1 VAR_1 = METHOD_2 ( ) . METHOD_3 ( id ) ; if ( VAR_1 != null ) { VAR_1 . METHOD_4 ( ) . METHOD_5 ( ) . METHOD_6 ( VAR_1 ) . METHOD_7 ( ) ; } },private void METHOD_1 ( int id ) { TYPE_1 VAR_1 = METHOD_2 ( ) . METHOD_3 ( id ) ; if ( VAR_1 != null ) { VAR_1 . METHOD_4 ( ) . METHOD_5 ( ) . METHOD_6 ( VAR_1 ) . commit ( ) ; } },['Update Invocation'],768,['Update Invocation'],['Invocation'],['Invocation'],Exact Match,1.0,1.0,1.0,1.0,1,0,0
653,"private TYPE_1 METHOD_1 ( java.lang.String key ) { return TYPE_1 . METHOD_2 ( this . VAR_1 . replace ( VAR_2 , TYPE_1 . METHOD_3 ( key ) ) , VAR_3 ) ; }","private TYPE_1 METHOD_1 ( java.lang.String key ) { return TYPE_1 . METHOD_2 ( this . VAR_1 . replace ( VAR_2 , TYPE_1 . METHOD_3 ( key ) ) ) ; }",['Delete TypeAccess'],770,['Delete Invocation'],['TypeAccess'],['Invocation'],Partial Match,0.0,0.0,0.0,0.0,0,1,1
654,public double METHOD_1 ( double VAR_1 ) { return VAR_1 / ( ( VAR_2 . t ) / ( VAR_2 . k ) ) ; },public long METHOD_1 ( long VAR_1 ) { return VAR_1 / ( ( VAR_2 . t ) / ( VAR_2 . k ) ) ; },"['Update TypeReference', 'Update TypeReference']",772,"['Update TypeReference', 'Update Parameter']","['TypeReference', 'TypeReference']","['TypeReference', 'Parameter']",GPT Hallucinated Nodes,0.5,0.5,0.5,0.5,1,1,1
655,public void METHOD_1 ( ) { this . VAR_1 = new java.util.ArrayList < TYPE_1 < TYPE_2 > > ( ) ; },public void METHOD_1 ( ) { this . VAR_1 = null ; },"['Insert Literal', 'Delete ConstructorCall']",774,['Update Assignment'],"['Literal', 'ConstructorCall']",['Assignment'],Partial Match,0.0,0.0,0.0,0.0,0,1,2
656,"public java.util.Iterator < TYPE_1 > iterator ( ) { return this . METHOD_1 ( VAR_1 , VAR_2 ) ; }","public java.util.Iterator < TYPE_1 > iterator ( ) { return METHOD_1 ( VAR_1 , VAR_2 ) ; }",['Delete ThisAccess'],775,['Delete ThisAccess'],['ThisAccess'],['ThisAccess'],Exact Match,1.0,1.0,1.0,1.0,1,0,0
657,"public void METHOD_1 ( int count , TYPE_1 VAR_1 ) { if ( VAR_1 == null ) VAR_2 . setText ( java.lang.Integer.toString ( count ) ) ; else VAR_2 . setText ( STRING_1 ) ; }","public void METHOD_1 ( int count , TYPE_1 VAR_1 ) { if ( VAR_1 == null ) VAR_2 . setText ( java.lang.Integer.toString ( count ) ) ; else VAR_2 . setText ( 0 ) ; }","['Insert Literal', 'Delete TypeAccess']",776,"['Update Literal', 'Update Literal']","['Literal', 'TypeAccess']","['Literal', 'Literal']",GPT Missed Nodes,0.5,0.0,0.0,0.0,0,2,2
658,public void METHOD_1 ( int VAR_1 ) { this . VAR_1 = VAR_1 ; VAR_2 . METHOD_1 ( VAR_1 ) ; },public void METHOD_1 ( int VAR_1 ) { this . VAR_1 = VAR_1 ; this . METHOD_1 ( VAR_1 ) ; },"['Insert ThisAccess', 'Delete TypeAccess']",778,['Update Invocation'],"['ThisAccess', 'TypeAccess']",['Invocation'],Partial Match,0.0,0.0,0.0,0.0,0,1,2
659,public void METHOD_1 ( TYPE_1 VAR_1 ) { this . end = VAR_2 . getName ( ) ; },public void METHOD_1 ( TYPE_1 VAR_1 ) { this . end = VAR_1 ; },"['Insert VariableRead', 'Delete TypeAccess', 'Delete Invocation']",779,['Update Assignment'],"['VariableRead', 'TypeAccess', 'Invocation']",['Assignment'],Partial Match,0.0,0.0,0.0,0.0,0,1,3
660,"public static double METHOD_1 ( double n ) { if ( n < 0 ) { throw new TYPE_1 ( STRING_1 ) ; } if ( n == 0 ) { return 0 ; } return TYPE_2 . METHOD_2 ( n , 1 ) ; }","public static double METHOD_1 ( double n ) { if ( n < 0 ) { throw new TYPE_1 ( ) ; } return TYPE_2 . METHOD_2 ( n , 1 ) ; }","['Delete FieldRead', 'Delete VariableRead', 'Delete Literal', 'Delete BinaryOperator', 'Delete Literal', 'Delete Return', 'Delete Block', 'Delete If']",780,"['Delete If', 'Update ConstructorCall']","['FieldRead', 'VariableRead', 'Literal', 'BinaryOperator', 'Literal', 'Return', 'Block', 'If']","['If', 'ConstructorCall']",Partial Match,0.125,0.5,0.125,0.2,1,1,7
661,public final java.lang.String METHOD_1 ( ) { return TYPE_1 . METHOD_1 ( ) ; },public final java.lang.String METHOD_1 ( ) { return TYPE_1 . METHOD_1 ( this ) ; },['Insert ThisAccess'],782,['Insert ThisAccess'],['ThisAccess'],['ThisAccess'],Exact Match,1.0,1.0,1.0,1.0,1,0,0
662,"public java.util.List METHOD_1 ( java.lang.String item , java.lang.String type ) ;",public java.util.List METHOD_1 ( ) ;,"['Delete TypeReference', 'Delete Parameter', 'Delete TypeReference', 'Delete Parameter']",783,"['Delete Parameter', 'Delete Parameter']","['TypeReference', 'Parameter', 'TypeReference', 'Parameter']","['Parameter', 'Parameter']",GPT Missed Nodes,0.5,1.0,0.5,0.6666666666666666,2,0,2
663,"public java.lang.String METHOD_1 ( ) { return VAR_1 . METHOD_2 ( TYPE_1 . METHOD_3 ( ""0"" ) ) ; }",public java.lang.String METHOD_1 ( ) { return VAR_1 . METHOD_2 ( TYPE_1 . METHOD_3 ( 0 ) ) ; },['Update Literal'],784,['Update Literal'],['Literal'],['Literal'],Exact Match,1.0,1.0,1.0,1.0,1,0,0
664,private static void METHOD_1 ( java.lang.String message ) { java.lang.System.out.println ( ( STRING_1 + message ) ) ; },private static void METHOD_1 ( java.lang.String message ) { },"['Delete TypeAccess', 'Delete FieldRead', 'Delete FieldRead', 'Delete VariableRead', 'Delete BinaryOperator', 'Delete Invocation']",786,['Delete Return'],"['TypeAccess', 'FieldRead', 'FieldRead', 'VariableRead', 'BinaryOperator', 'Invocation']",['Return'],Partial Match,0.0,0.0,0.0,0.0,0,1,6
665,"public void METHOD_1 ( android.view.View VAR_1 ) { TYPE_1 . METHOD_2 ( context , STRING_1 ) ; VAR_2 . METHOD_3 ( VAR_3 ) ; METHOD_4 ( TYPE_2 . METHOD_5 ( VAR_4 . METHOD_6 ( ) ) , position , VAR_4 . METHOD_7 ( ) ) ; }","public void METHOD_1 ( android.view.View VAR_1 ) { TYPE_1 . METHOD_2 ( context , STRING_1 ) ; VAR_2 . METHOD_3 ( VAR_3 ) ; METHOD_4 ( TYPE_2 . METHOD_5 ( VAR_4 . METHOD_6 ( ) ) , position ) ; }","['Delete TypeAccess', 'Delete Invocation']",787,['Delete Invocation'],"['TypeAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.5,0.6666666666666666,1,0,1
666,public void METHOD_1 ( ) throws java.io.IOException { METHOD_2 ( true ) ; },public void METHOD_1 ( ) throws java.io.IOException { METHOD_2 ( ) ; },['Delete Literal'],788,['Delete Literal'],['Literal'],['Literal'],Exact Match,1.0,1.0,1.0,1.0,1,0,0
667,"public static boolean METHOD_1 ( TYPE_1 VAR_1 , java.lang.String [ ] VAR_2 ) { for ( java.lang.String VAR_3 : VAR_2 ) { if ( ( TYPE_2 . METHOD_2 ( VAR_1 , VAR_3 ) ) != ( VAR_4 ) ) { return false ; } } return true ; }","public static boolean METHOD_1 ( TYPE_1 VAR_1 , java.lang.String [ ] VAR_2 ) { for ( java.lang.String VAR_3 : VAR_2 ) { if ( ( VAR_1 . METHOD_2 ( VAR_3 ) ) != ( VAR_4 ) ) { return false ; } } return true ; }",['Delete TypeAccess'],790,"['Update Invocation', 'Delete TypeAccess', 'Update Invocation', 'Update Invocation']",['TypeAccess'],"['Invocation', 'TypeAccess', 'Invocation', 'Invocation']",GPT Hallucinated Nodes,0.5,0.25,1.0,0.4,1,3,0
668,"public final void METHOD_1 ( java.lang.String name , long date ) { VAR_1 . METHOD_1 ( name , date ) ; }","protected final void METHOD_1 ( java.lang.String name , long date ) { VAR_1 . METHOD_1 ( name , date ) ; }",['Update Wra'],791,['Update Wra'],['Wra'],['Wra'],Exact Match,1.0,1.0,1.0,1.0,1,0,0
669,"private void METHOD_1 ( ) { TYPE_1 VAR_1 = new TYPE_1 ( STRING_1 , VAR_2 ) ; METHOD_2 ( VAR_1 ) ; VAR_1 . METHOD_3 ( true ) ; VAR_3 . add ( VAR_1 , VAR_4 ) ; }","private void METHOD_1 ( ) { TYPE_1 VAR_1 = new TYPE_1 ( STRING_1 , VAR_2 ) ; METHOD_2 ( VAR_1 ) ; VAR_1 . METHOD_3 ( false ) ; VAR_3 . add ( VAR_1 , VAR_4 ) ; }",['Update Literal'],792,['Update Literal'],['Literal'],['Literal'],Exact Match,1.0,1.0,1.0,1.0,1,0,0
670,public void METHOD_1 ( ) { if ( ( this . VAR_1 ) == null ) { this . METHOD_2 ( ) ; return ; } ( this . VAR_2 ) ++ ; this . VAR_1 . METHOD_3 ( this . VAR_2 ) ; },public void METHOD_1 ( ) { if ( ( this . VAR_1 ) == null ) { this . METHOD_2 ( ) ; } ( this . VAR_2 ) ++ ; this . VAR_1 . METHOD_3 ( this . VAR_2 ) ; },['Delete Return'],795,['Delete Return'],['Return'],['Return'],Exact Match,1.0,1.0,1.0,1.0,1,0,0
